tsne_1,tsne_2,Task,Class,Image
-3.7816308,11.990369,9,Natural,/scratcht/FLAIR_1/train/D023_2020/Z2_UN/img/IMG_017051.tif
4.039968,-0.8364941,9,Natural,/scratcht/FLAIR_1/train/D023_2020/Z4_FN/img/IMG_017270.tif
-3.1288054,10.931385,9,Natural,/scratcht/FLAIR_1/train/D023_2020/Z2_UN/img/IMG_017049.tif
4.0377846,-0.8581661,9,Natural,/scratcht/FLAIR_1/train/D023_2020/Z4_FN/img/IMG_017259.tif
-1.7614474,5.8098965,9,Natural,/scratcht/FLAIR_1/train/D023_2020/Z2_UN/img/IMG_017059.tif
-45.96096,18.107407,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024388.tif
-58.8841,-42.83968,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023442.tif
1.1529944,-10.404797,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023585.tif
-57.405907,-42.37259,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023452.tif
-37.99861,-41.57634,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z3_UA/img/IMG_023641.tif
-56.880997,-41.311768,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023425.tif
-51.96589,-36.994007,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024423.tif
-55.342384,-42.04077,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023434.tif
-15.137048,-41.107693,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023591.tif
-59.32091,-49.74825,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023576.tif
-40.35451,-54.220284,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024393.tif
-1.71841,-21.086609,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023595.tif
-59.201096,-49.852077,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023503.tif
-58.89587,-42.6771,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023467.tif
-61.45324,-51.53438,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023548.tif
-59.136093,-43.16314,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023477.tif
-61.46353,-51.483707,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023507.tif
-49.14438,-41.93202,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z22_FA/img/IMG_025080.tif
-39.593456,-51.44427,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z14_AU/img/IMG_024458.tif
-43.806698,18.011946,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024371.tif
-56.14957,-41.59844,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023413.tif
-38.507385,-56.925274,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z19_AF/img/IMG_024888.tif
-42.77951,-13.140661,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023586.tif
-41.620785,-40.26197,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z14_AU/img/IMG_024453.tif
-20.056234,-40.787247,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024404.tif
-59.172203,-49.858253,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023565.tif
-52.81053,-38.668465,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023437.tif
-57.4471,-32.88938,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024384.tif
-15.105121,-41.220184,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023592.tif
-14.065838,-26.157455,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023596.tif
-60.445183,-48.777256,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023580.tif
-33.01831,-5.374509,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024364.tif
-58.82092,-44.33636,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z19_AF/img/IMG_024814.tif
-35.53199,-7.424792,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024367.tif
-21.35995,-40.32195,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024413.tif
-30.321697,1.3943994,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024382.tif
-38.64024,-56.99212,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z19_AF/img/IMG_024804.tif
-52.88126,-50.35311,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z14_AU/img/IMG_024475.tif
-44.535984,18.351273,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024350.tif
-46.271027,20.087069,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024398.tif
-46.56578,19.11051,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024407.tif
-57.008305,-41.263203,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023435.tif
-42.01126,-1.1302062,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024369.tif
-61.61583,-51.350464,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023516.tif
-1.7448668,-21.039421,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023594.tif
-61.051353,-50.657593,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023554.tif
-12.370048,-52.217262,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z19_AF/img/IMG_024836.tif
-37.950737,-41.85695,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z3_UA/img/IMG_023642.tif
-52.616055,-38.077435,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023443.tif
-40.445747,-2.6109977,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024376.tif
-55.062283,-41.957806,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023494.tif
-41.878227,-52.753777,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023483.tif
-60.296265,-48.607048,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023570.tif
-45.484665,18.223406,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024378.tif
-58.856438,-44.11157,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z19_AF/img/IMG_024887.tif
-61.3388,-44.219173,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z19_AF/img/IMG_024813.tif
-61.556297,-51.588665,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023556.tif
-52.696705,-42.26003,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023420.tif
-45.349087,-49.677013,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z14_AU/img/IMG_024449.tif
-61.456944,-48.734085,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023522.tif
-61.51647,-51.511887,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023517.tif
-60.6758,-48.9793,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023569.tif
-46.89483,18.970251,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024387.tif
-42.87628,17.399256,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024351.tif
-59.592278,-43.44263,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023498.tif
-46.63851,-12.164876,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024380.tif
1.1621276,-10.42708,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023598.tif
-6.730217,-27.231249,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023510.tif
-61.395985,-51.468563,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023538.tif
-49.09227,-42.05712,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z22_FA/img/IMG_025085.tif
-44.677814,19.360691,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024418.tif
-56.879536,-5.3474803,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z19_AF/img/IMG_024870.tif
-54.140762,-47.62995,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023427.tif
-1.7471502,-21.09601,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023593.tif
-61.480537,-51.988594,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023546.tif
-30.227991,1.772876,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024352.tif
-60.787228,-49.18045,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023501.tif
-44.2097,18.802881,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024359.tif
-44.95465,-51.927032,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023409.tif
-61.454132,-48.660072,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023542.tif
-61.987698,-51.13122,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023506.tif
-60.293964,-49.484966,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023563.tif
-1.4636339,-20.995676,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023581.tif
-59.982563,-43.377663,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023500.tif
1.1562567,-10.374945,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023572.tif
-49.433342,-53.808857,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023555.tif
-43.839428,17.788033,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024399.tif
-41.297672,-29.182009,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024375.tif
1.1566843,-10.367798,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023584.tif
-29.312674,-13.9071455,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024366.tif
-46.223873,20.121103,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024409.tif
-55.932713,-41.52632,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023401.tif
-38.14097,-41.686977,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z3_UA/img/IMG_023651.tif
-60.728073,-48.884064,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023568.tif
-53.98784,-41.569332,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023431.tif
-54.084114,-47.231564,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z19_AF/img/IMG_024827.tif
-46.722816,19.073744,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024406.tif
-29.117569,0.36219528,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024389.tif
-61.44501,-51.786625,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023549.tif
-41.97456,-1.1290966,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024420.tif
-44.023468,19.295803,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024421.tif
-45.30639,-52.381382,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023486.tif
-61.48614,-51.458046,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023526.tif
-46.548225,19.21984,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024417.tif
-59.758877,-43.6506,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023471.tif
-56.208546,-41.63526,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023405.tif
-46.518135,19.356262,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024396.tif
-54.275116,-40.349144,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023485.tif
-61.535385,-51.525272,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023515.tif
-49.06798,-53.07098,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023511.tif
-55.2133,-41.15708,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023495.tif
-43.971016,18.370527,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024370.tif
-60.22716,-48.410526,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023560.tif
-1.3553324,-21.00861,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023571.tif
-61.36101,-52.45182,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023557.tif
-60.648712,-49.540455,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023553.tif
-60.199177,-42.81198,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z1_AA/img/IMG_023478.tif
-46.102467,17.594276,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z13_AA/img/IMG_024360.tif
-61.478355,-51.71799,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023525.tif
-59.682278,-43.71506,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z19_AF/img/IMG_024878.tif
-61.42118,-52.31476,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023539.tif
1.1555303,-10.376322,10,Agricultural,/scratcht/FLAIR_1/train/D033_2021/Z2_AA/img/IMG_023583.tif
19.139761,-8.9324665,10,Herbeceous,/scratcht/FLAIR_1/train/D033_2021/Z20_UN/img/IMG_024930.tif
-5.694119,-30.762749,10,Herbeceous,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023806.tif
-26.798527,6.5060267,10,Herbeceous,/scratcht/FLAIR_1/train/D033_2021/Z3_UA/img/IMG_023621.tif
16.406603,-4.619819,10,Herbeceous,/scratcht/FLAIR_1/train/D033_2021/Z23_NF/img/IMG_025115.tif
-5.6426005,-30.740736,10,Herbeceous,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023870.tif
-36.534737,40.823997,10,Herbeceous,/scratcht/FLAIR_1/train/D033_2021/Z3_UA/img/IMG_023688.tif
-5.871463,-26.629396,10,Herbeceous,/scratcht/FLAIR_1/train/D033_2021/Z23_NF/img/IMG_025105.tif
-7.818954,-30.649622,10,Herbeceous,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023856.tif
-16.588808,-11.184503,10,Herbeceous,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023857.tif
-7.879189,-30.890312,10,Herbeceous,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023787.tif
-7.411851,-30.223728,10,Herbeceous,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023796.tif
17.786375,-29.526798,10,Herbeceous,/scratcht/FLAIR_1/train/D033_2021/Z23_NF/img/IMG_025160.tif
12.726467,-22.965223,10,Herbeceous,/scratcht/FLAIR_1/train/D033_2021/Z23_NF/img/IMG_025130.tif
-4.2562656,-33.94757,10,Herbeceous,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023779.tif
-31.270168,68.41978,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z4_UF/img/IMG_023737.tif
13.897731,36.453297,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z8_UU/img/IMG_023908.tif
-28.146048,70.32753,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z4_UF/img/IMG_023734.tif
-19.499594,47.404716,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z4_UF/img/IMG_023728.tif
-16.963783,62.194946,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z15_UU/img/IMG_024539.tif
-21.04297,55.606155,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z18_UU/img/IMG_024766.tif
-16.081575,55.17341,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023823.tif
-12.355738,78.83021,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024151.tif
-27.832394,70.35353,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024182.tif
-9.979668,48.974335,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z8_UU/img/IMG_023906.tif
-21.400637,67.20878,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023830.tif
-31.22429,67.026566,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024221.tif
23.958822,-13.943252,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z23_NF/img/IMG_025154.tif
1.9027766,62.53376,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z8_UU/img/IMG_024097.tif
9.1111765,84.16622,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024130.tif
-3.9412746,58.01948,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z4_UF/img/IMG_023718.tif
-11.590154,34.41471,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023838.tif
-18.8916,60.212074,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z18_UU/img/IMG_024708.tif
3.8724582,66.4563,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024180.tif
8.7973795,63.143993,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z20_UN/img/IMG_024909.tif
-24.603054,63.451355,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024143.tif
-18.427599,66.13841,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023831.tif
-3.8065977,69.502846,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z20_UN/img/IMG_024928.tif
-7.9868317,66.42414,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z15_UU/img/IMG_024548.tif
-17.510958,66.23566,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023843.tif
1.3537221,96.06809,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z17_NU/img/IMG_024635.tif
-24.196732,71.485115,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024208.tif
3.8866446,40.94991,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z3_UA/img/IMG_023647.tif
-9.287955,37.46259,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023852.tif
-4.064594,48.69366,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z4_UF/img/IMG_023717.tif
-16.698849,62.07749,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z15_UU/img/IMG_024538.tif
-24.756413,55.368134,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z8_UU/img/IMG_024044.tif
-12.013439,54.433903,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z18_UU/img/IMG_024758.tif
-1.3881375,52.005775,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z4_UF/img/IMG_023725.tif
-1.7224733,51.318806,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z4_UF/img/IMG_023724.tif
-3.0762584,40.04129,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z8_UU/img/IMG_023926.tif
20.717028,58.64226,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z8_UU/img/IMG_023984.tif
20.850546,56.844326,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z3_UA/img/IMG_023635.tif
1.9012188,55.050003,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024202.tif
8.508478,85.10172,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024148.tif
19.923548,59.136784,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z16_UF/img/IMG_024579.tif
9.319862,84.19053,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024187.tif
9.333552,84.04018,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024177.tif
0.7599996,59.112064,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024199.tif
-23.297634,38.9602,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z4_UF/img/IMG_023745.tif
4.498412,26.516232,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z5_UU/img/IMG_023762.tif
-24.109318,71.87647,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024216.tif
1.7556431,55.207535,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024212.tif
-19.85633,53.96027,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z20_UN/img/IMG_024935.tif
-13.466477,55.21528,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z15_UU/img/IMG_024543.tif
7.695869,61.759533,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z8_UU/img/IMG_024095.tif
-35.086613,40.710373,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z3_UA/img/IMG_023638.tif
2.8519638,53.760082,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z3_UA/img/IMG_023645.tif
20.219286,58.944267,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z8_UU/img/IMG_023986.tif
-18.2662,67.24945,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023821.tif
9.1047945,83.90663,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024129.tif
-24.491804,64.53137,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024192.tif
3.523365,64.43506,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z16_UF/img/IMG_024557.tif
-13.753373,34.91564,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023863.tif
4.180262,68.456375,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024198.tif
-15.877114,55.52961,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023832.tif
-10.574106,67.63578,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z18_UU/img/IMG_024796.tif
8.3024235,84.532074,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024128.tif
-6.1459227,56.67216,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z8_UU/img/IMG_024056.tif
1.2017052,96.211655,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z17_NU/img/IMG_024659.tif
-27.736341,70.362915,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024172.tif
-26.11285,69.36817,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024162.tif
2.2521284,68.75936,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024205.tif
-12.235914,32.91512,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023791.tif
-22.256887,68.00365,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023802.tif
1.2658433,96.13107,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z17_NU/img/IMG_024645.tif
-9.076015,52.44972,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z17_NU/img/IMG_024625.tif
4.8447895,44.80562,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z8_UU/img/IMG_023924.tif
-12.9123335,42.014893,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023854.tif
-13.595463,55.22192,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z15_UU/img/IMG_024544.tif
6.305985,71.51926,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024132.tif
9.029798,84.52194,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024140.tif
-12.093635,34.51552,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023809.tif
17.610186,55.615803,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z8_UU/img/IMG_023988.tif
20.092344,58.939175,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z8_UU/img/IMG_023972.tif
1.0835031,96.09437,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z17_NU/img/IMG_024646.tif
18.512299,59.596176,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z8_UU/img/IMG_024058.tif
-23.984411,63.93447,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024153.tif
20.101175,58.22927,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z9_UF/img/IMG_024111.tif
-10.050635,37.555927,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023851.tif
-27.913816,69.71435,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024209.tif
-17.918297,66.47542,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z6_UN/img/IMG_023812.tif
20.840958,56.993458,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z3_UA/img/IMG_023646.tif
-2.3243072,86.77591,10,Anthropized,/scratcht/FLAIR_1/train/D033_2021/Z10_UU/img/IMG_024164.tif
